order,id,date,time,title,url,visitCount,typedCount,transition
64,21651,5/7/2024,16:53:25,Corpo de Bombeiros da PMESP (@corpodebombeirosdapmesp) • Fotos e vídeos do Instagram,https://www.instagram.com/p/C6qnHC5OI1D/,1,0,link
65,21650,5/7/2024,16:53:22,Corpo de Bombeiros da PMESP (@corpodebombeirosdapmesp) • Fotos e vídeos do Instagram,https://www.instagram.com/corpodebombeirosdapmesp/,2,0,link
66,21649,5/7/2024,16:53:20,Stories • Instagram,https://www.instagram.com/stories/corpodebombeirosdapmesp/3362906109080554350/,1,0,link
67,21648,5/7/2024,16:53:06,Stories • Instagram,https://www.instagram.com/stories/corpodebombeirosdapmesp/3362835006752008772/,1,0,link
68,21647,5/7/2024,16:53:04,Stories • Instagram,https://www.instagram.com/stories/corpodebombeirosdapmesp/,1,0,link
69,558,5/7/2024,16:52:22,Instagram,https://www.instagram.com/,368,131,typed
70,21646,5/7/2024,16:51:53,Instagram,https://www.instagram.com/p/C58q7zliZKb/,1,0,link
71,558,5/7/2024,16:50:52,Instagram,https://www.instagram.com/,368,131,typed
72,21645,5/7/2024,16:50:45,Instagram,https://www.instagram.com/p/C6rCBsnu0OY/,1,0,link
73,558,5/7/2024,16:49:33,Instagram,https://www.instagram.com/,368,131,typed
74,21644,5/7/2024,16:49:24,[LANÇAMENTO] Essentials A.I - Novo Pacote de Apps - pedroitalocampos@gmail.com - Gmail,https://mail.google.com/mail/u/0/?tab=rm&ogbl#inbox/FMfcgzGxTFWCZwPnzzNkphvFmsBLgPMV,1,0,link
75,665,5/7/2024,16:49:12,Caixa de entrada - pedroitalocampos@gmail.com - Gmail,https://mail.google.com/mail/u/0/?tab=rm&ogbl#inbox,358,0,link
76,21643,5/7/2024,16:48:55,Loja 6 - Stickers Devs,https://www.stickersdevs.com.br/shop/page/6/,1,0,link
77,21642,5/7/2024,16:48:50,Loja 5 - Stickers Devs,https://www.stickersdevs.com.br/shop/page/5/,1,0,link
78,21641,5/7/2024,16:48:42,Loja 4 - Stickers Devs,https://www.stickersdevs.com.br/shop/page/4/,1,0,link
79,21640,5/7/2024,16:48:31,Loja 3 - Stickers Devs,https://www.stickersdevs.com.br/shop/page/3/,1,0,link
80,21639,5/7/2024,16:48:26,Loja 2 - Stickers Devs,https://www.stickersdevs.com.br/shop/page/2/,1,0,link
81,21638,5/7/2024,16:48:19,Loja - Stickers Devs,https://www.stickersdevs.com.br/shop/,1,0,link
82,21637,5/7/2024,16:48:12,Stickers Adesivo Personalizados para Notebooks - Stickers Devs,https://www.stickersdevs.com.br/adesivo-personalizados-para-notebooks/,1,0,link
83,21635,5/7/2024,16:47:51,Stickers Devs - Adesivos de qualidade e durabilidade,https://www.stickersdevs.com.br/,2,0,link
84,21636,5/7/2024,16:47:40,Carrinho - Stickers Devs,https://www.stickersdevs.com.br/cart/,1,0,link
85,21635,5/7/2024,16:45:55,Stickers Devs - Adesivos de qualidade e durabilidade,https://www.stickersdevs.com.br/,2,0,link
86,21634,5/7/2024,16:45:51,adesivos de desenvolveodor - Pesquisa Google,https://www.google.com/search?q=adesivos+de+desenvolveodor&sca_esv=97634d0872045a02&biw=1536&bih=742&source=lnms&ved=1t:200715&ictx=111,1,0,link
87,21632,5/7/2024,16:45:50,adesivos de desenvolveodor - Google Shopping,https://www.google.com/search?q=adesivos+de+desenvolveodor+&sca_esv=97634d0872045a02&biw=1536&bih=742&tbm=shop&ei=1YQ6ZvaLH7Le1sQPlv6C2A8&udm=&ved=0ahUKEwi2yovrpvyFAxUyr5UCHRa_APsQ4dUDCAg&uact=5&oq=adesivos+de+desenvolveodor+&gs_lp=Egtwcm9kdWN0cy1jYyIbYWRlc2l2b3MgZGUgZGVzZW52b2x2ZW9kb3IgSNZXUIQOWN5ScAJ4AJABAJgBtAGgAZsfqgEEMS4yNbgBA8gBAPgBAZgCEqAC4RTCAgoQABiABBhDGIoFwgIFEAAYgATCAgYQABgWGB7CAgcQABiABBgNwgIKEAAYgAQY1gUYDcICCRAAGNYFGA0YHsICDRAAGAUY1gUYDRgeGA_CAgsQABjWBRgIGA0YHsICDRAAGNYFGAgYDRgeGA_CAgQQIRgKmAMAiAYBkgcEMS4xN6AH6E0&sclient=products-cc,2,0,link
88,21632,5/7/2024,16:45:49,adesivos de desenvolveodor - Google Shopping,https://www.google.com/search?q=adesivos+de+desenvolveodor+&sca_esv=97634d0872045a02&biw=1536&bih=742&tbm=shop&ei=1YQ6ZvaLH7Le1sQPlv6C2A8&udm=&ved=0ahUKEwi2yovrpvyFAxUyr5UCHRa_APsQ4dUDCAg&uact=5&oq=adesivos+de+desenvolveodor+&gs_lp=Egtwcm9kdWN0cy1jYyIbYWRlc2l2b3MgZGUgZGVzZW52b2x2ZW9kb3IgSNZXUIQOWN5ScAJ4AJABAJgBtAGgAZsfqgEEMS4yNbgBA8gBAPgBAZgCEqAC4RTCAgoQABiABBhDGIoFwgIFEAAYgATCAgYQABgWGB7CAgcQABiABBgNwgIKEAAYgAQY1gUYDcICCRAAGNYFGA0YHsICDRAAGAUY1gUYDRgeGA_CAgsQABjWBRgIGA0YHsICDRAAGNYFGAgYDRgeGA_CAgQQIRgKmAMAiAYBkgcEMS4xN6AH6E0&sclient=products-cc,2,0,form_submit
89,21631,5/7/2024,16:45:27,figurinhas de linguagem de computação - Google Shopping,https://www.google.com/search?sca_esv=97634d0872045a02&q=figurinhas+de+linguagem+de+computa%C3%A7%C3%A3o&tbm=shop&source=lnms&prmd=sivnbmtz&ved=1t:200715&ictx=111&biw=1536&bih=742&dpr=1.25,2,0,link
90,21631,5/7/2024,16:45:26,figurinhas de linguagem de computação - Google Shopping,https://www.google.com/search?sca_esv=97634d0872045a02&q=figurinhas+de+linguagem+de+computa%C3%A7%C3%A3o&tbm=shop&source=lnms&prmd=sivnbmtz&ved=1t:200715&ictx=111&biw=1536&bih=742&dpr=1.25,2,0,link
91,21630,5/7/2024,16:45:12,figurinhas de liguagem de computação - Pesquisa Google,https://www.google.com/search?q=figurinhas+de+liguagem+de+computa%C3%A7%C3%A3o&oq=figurinhas+de+liguagem+de+computa%C3%A7%C3%A3o&gs_lcrp=EgZjaHJvbWUyBggAEEUYOdIBCTIyMDM4ajBqN6gCALACAA&sourceid=chrome&ie=UTF-8,2,0,link
92,21630,5/7/2024,16:45:11,figurinhas de liguagem de computação - Pesquisa Google,https://www.google.com/search?q=figurinhas+de+liguagem+de+computa%C3%A7%C3%A3o&oq=figurinhas+de+liguagem+de+computa%C3%A7%C3%A3o&gs_lcrp=EgZjaHJvbWUyBggAEEUYOdIBCTIyMDM4ajBqN6gCALACAA&sourceid=chrome&ie=UTF-8,2,0,generated
93,21279,5/7/2024,16:43:42,*args and **kwargs in python explained - Yasoob Khalid,https://yasoob.me/2013/08/04/args-and-kwargs-in-python-explained/,1,0,reload
94,21287,5/7/2024,16:43:36,Git: criando tags. Como e quando usar tags no Git! | by Rafael Tardivo | rafaeltardivo | Medium,https://medium.com/rafaeltardivo/git-criando-tags-7c34ee6786be,1,0,reload
95,21622,5/7/2024,16:42:37,Segurança,https://myaccount.google.com/security,2,0,link
96,21622,5/7/2024,16:42:37,Segurança,https://myaccount.google.com/security,2,0,link
97,21621,5/7/2024,16:42:31,Gerenciador de senhas,https://passwords.google.com/?ep=1&hl=pt-BR,1,0,link
98,21620,5/7/2024,16:42:29,Gerenciador de senhas,https://passwords.google.com/?ep=1&f.sid=-1341306118823770572&hl=pt-BR,1,0,link
99,21619,5/7/2024,16:42:27,Check-up de senha,https://passwords.google.com/checkup/start?ep=1&hl=pt-BR&utm_source=google-account&utm_medium=web&pli=1,3,0,link
100,21619,5/7/2024,16:42:27,Check-up de senha,https://passwords.google.com/checkup/start?ep=1&hl=pt-BR&utm_source=google-account&utm_medium=web&pli=1,3,0,link
101,21619,5/7/2024,16:42:27,Check-up de senha,https://passwords.google.com/checkup/start?ep=1&hl=pt-BR&utm_source=google-account&utm_medium=web&pli=1,3,0,link
102,21615,5/7/2024,16:42:23,Conta do Google,https://myaccount.google.com/?hl=pt_BR&utm_source=OGB&utm_medium=act&pli=1,2,0,link
103,21615,5/7/2024,16:42:21,Conta do Google,https://myaccount.google.com/?hl=pt_BR&utm_source=OGB&utm_medium=act&pli=1,2,0,link
104,21610,5/7/2024,16:42:18,gmail - Pesquisa Google,https://www.google.com/search?q=gmail&oq=g&gs_lcrp=EgZjaHJvbWUqEggEEAAYQxiDARixAxiABBiKBTIGCAAQRRg8MgYIARBFGDwyBggCEEUYPDIGCAMQRRg7MhIIBBAAGEMYgwEYsQMYgAQYigUyBggFEEUYPDIGCAYQRRg8MgYIBxBFGDzSAQgxNzg0ajBqNKgCALACAQ&sourceid=chrome&ie=UTF-8,2,0,link
105,21610,5/7/2024,16:42:18,gmail - Pesquisa Google,https://www.google.com/search?q=gmail&oq=g&gs_lcrp=EgZjaHJvbWUqEggEEAAYQxiDARixAxiABBiKBTIGCAAQRRg8MgYIARBFGDwyBggCEEUYPDIGCAMQRRg7MhIIBBAAGEMYgwEYsQMYgAQYigUyBggFEEUYPDIGCAYQRRg8MgYIBxBFGDzSAQgxNzg0ajBqNKgCALACAQ&sourceid=chrome&ie=UTF-8,2,0,generated
106,610,5/7/2024,16:40:56,(12) Feed | LinkedIn,https://www.linkedin.com/feed/,80,33,link
107,610,5/7/2024,16:40:55,(12) Feed | LinkedIn,https://www.linkedin.com/feed/,80,33,form_submit
108,9203,5/7/2024,16:40:48,Entrar ou cadastrar-se no LinkedIn | LinkedIn,https://www.linkedin.com/uas/login?session_redirect=https%3A%2F%2Fwww.linkedin.com%2Ffeed%2F,2,1,typed
109,21503,5/7/2024,16:40:25,Get API key | Google AI Studio,https://aistudio.google.com/app/apikey?utm_source=website&utm_medium=referral&utm_campaign=Alura&utm_content=,2,0,link
110,21503,5/7/2024,16:40:23,Get API key | Google AI Studio,https://aistudio.google.com/app/apikey?utm_source=website&utm_medium=referral&utm_campaign=Alura&utm_content=,2,0,reload
111,21609,5/7/2024,16:40:00,Wallpapers - Google Drive,https://drive.google.com/drive/folders/10bCoCjLbbkC5PucCdiVmGlJARwedhPTF,8,0,link
112,21609,5/7/2024,16:40:00,Wallpapers - Google Drive,https://drive.google.com/drive/folders/10bCoCjLbbkC5PucCdiVmGlJARwedhPTF,8,0,link
113,21609,5/7/2024,16:39:54,Wallpapers - Google Drive,https://drive.google.com/drive/folders/10bCoCjLbbkC5PucCdiVmGlJARwedhPTF,8,0,link
114,21609,5/7/2024,16:39:54,Wallpapers - Google Drive,https://drive.google.com/drive/folders/10bCoCjLbbkC5PucCdiVmGlJARwedhPTF,8,0,link
115,21609,5/7/2024,16:39:44,Wallpapers - Google Drive,https://drive.google.com/drive/folders/10bCoCjLbbkC5PucCdiVmGlJARwedhPTF,8,0,link
116,21609,5/7/2024,16:39:44,Wallpapers - Google Drive,https://drive.google.com/drive/folders/10bCoCjLbbkC5PucCdiVmGlJARwedhPTF,8,0,link
117,21609,5/7/2024,16:39:35,Wallpapers - Google Drive,https://drive.google.com/drive/folders/10bCoCjLbbkC5PucCdiVmGlJARwedhPTF,8,0,link
118,21609,5/7/2024,16:39:35,Wallpapers - Google Drive,https://drive.google.com/drive/folders/10bCoCjLbbkC5PucCdiVmGlJARwedhPTF,8,0,link
119,21608,5/7/2024,16:39:34,Wallpapers - Google Drive,https://drive.google.com/drive/folders/10bCoCjLbbkC5PucCdiVmGlJARwedhPTF?usp=drive_link,1,0,link
120,21607,5/7/2024,16:39:29,Imersão IA [Guia de Mergulho],https://grupoalura.notion.site/Imers-o-IA-Guia-de-Mergulho-41ae5fadd8fd47899167a115e96244d9#a80f1ea4b0084bbbaa91da4ee721e47e,1,0,link
121,21606,5/7/2024,16:39:29,Imersão IA [Guia de Mergulho],https://grupoalura.notion.site/41ae5fadd8fd47899167a115e96244d9?pvs=25#a80f1ea4b0084bbbaa91da4ee721e47e,1,0,link
122,21507,5/7/2024,16:39:14,Imersão IA [Guia de Mergulho],https://grupoalura.notion.site/Imers-o-IA-Guia-de-Mergulho-41ae5fadd8fd47899167a115e96244d9,2,0,reload
123,7191,5/7/2024,16:38:07,Gemini,https://gemini.google.com/app,11,0,link
124,21605,5/7/2024,16:37:35,"‎Gemini Advanced: venha conhecer o modelo de IA mais avançado do Google, o 1.0 Ultra",https://gemini.google.com/advanced,2,0,link
125,21605,5/7/2024,16:37:34,"‎Gemini Advanced: venha conhecer o modelo de IA mais avançado do Google, o 1.0 Ultra",https://gemini.google.com/advanced,2,0,link
126,21604,5/7/2024,16:37:31,gemini - Pesquisa Google,https://www.google.com/search?q=gemini&oq=geminie&gs_lcrp=EgZjaHJvbWUqDwgBEAAYChiDARixAxiABDIGCAAQRRg5Mg8IARAAGAoYgwEYsQMYgAQyDwgCEAAYChiDARixAxiABDIPCAMQABgKGIMBGLEDGIAEMg8IBBAAGAoYgwEYsQMYgAQyDwgFEAAYChiDARixAxiABDIMCAYQABgKGLEDGIAEMgYIBxAFGEDSAQg5NTY3ajBqN6gCALACAA&sourceid=chrome&ie=UTF-8,3,0,generated
127,7191,5/7/2024,16:37:30,Gemini,https://gemini.google.com/app,11,0,link
128,19673,5/7/2024,16:37:29,‎Gemini: conversas que vão potencializar suas ideias,https://gemini.google.com/,6,3,link
129,21604,5/7/2024,16:37:26,gemini - Pesquisa Google,https://www.google.com/search?q=gemini&oq=geminie&gs_lcrp=EgZjaHJvbWUqDwgBEAAYChiDARixAxiABDIGCAAQRRg5Mg8IARAAGAoYgwEYsQMYgAQyDwgCEAAYChiDARixAxiABDIPCAMQABgKGIMBGLEDGIAEMg8IBBAAGAoYgwEYsQMYgAQyDwgFEAAYChiDARixAxiABDIMCAYQABgKGLEDGIAEMgYIBxAFGEDSAQg5NTY3ajBqN6gCALACAA&sourceid=chrome&ie=UTF-8,3,0,link
130,21604,5/7/2024,16:37:26,gemini - Pesquisa Google,https://www.google.com/search?q=gemini&oq=geminie&gs_lcrp=EgZjaHJvbWUqDwgBEAAYChiDARixAxiABDIGCAAQRRg5Mg8IARAAGAoYgwEYsQMYgAQyDwgCEAAYChiDARixAxiABDIPCAMQABgKGIMBGLEDGIAEMg8IBBAAGAoYgwEYsQMYgAQyDwgFEAAYChiDARixAxiABDIMCAYQABgKGLEDGIAEMgYIBxAFGEDSAQg5NTY3ajBqN6gCALACAA&sourceid=chrome&ie=UTF-8,3,0,generated
131,21603,5/7/2024,16:36:53,Extensões,https://gemini.google.com/extensions,1,0,link
132,21307,5/7/2024,16:34:42,01 - [Dio] Listas.pptx,https://academiapme-my.sharepoint.com/:p:/g/personal/nubia_dio_me/EVPXb3r8bPBEryfuvxp2uhABKXdIyWyufNXAjxQuOzabdQ?rtime=Tbzro05t3Eg,1,0,reload
133,21308,5/7/2024,16:34:37,03 - [Dio] Conjuntos.pptx,https://academiapme-my.sharepoint.com/:p:/g/personal/nubia_dio_me/EWxVjZ3N_-5OmGYkDrdEQkoB0NuroEV5wvMavMOA9-nI2Q?e=Nr7pE0,2,0,reload
134,21505,5/7/2024,16:33:49,Untitled prompt | Google AI Studio,https://aistudio.google.com/app/prompts/new_chat?utm_source=website&utm_medium=referral&utm_campaign=Alura&utm_content=,2,0,link
135,21505,5/7/2024,16:33:47,Untitled prompt | Google AI Studio,https://aistudio.google.com/app/prompts/new_chat?utm_source=website&utm_medium=referral&utm_campaign=Alura&utm_content=,2,0,reload
136,7191,5/7/2024,16:33:40,Gemini,https://gemini.google.com/app,11,0,link
137,7191,5/7/2024,16:33:39,Gemini,https://gemini.google.com/app,11,0,reload
138,21495,5/7/2024,16:33:27,Discord | Amigos,https://discord.com/channels/@me,4,1,link
139,21602,5/7/2024,16:33:25,Discord,https://discord.com/app,1,0,link
140,21601,5/7/2024,16:33:22,DISCORD | Seu Lugar para Papear e Ficar De Boa,https://discord.com/,1,1,typed
141,21495,5/7/2024,16:33:13,Discord | Amigos,https://discord.com/channels/@me,4,1,typed
142,14497,5/7/2024,16:32:28,Curriculos mandados - Planilhas Google,https://docs.google.com/spreadsheets/d/1sabgGgbK8XhjwaBvNcLc9_q2Qzx_KLKAdahSFHo_v0c/edit#gid=0,45,0,link
143,14497,5/7/2024,16:32:28,Curriculos mandados - Planilhas Google,https://docs.google.com/spreadsheets/d/1sabgGgbK8XhjwaBvNcLc9_q2Qzx_KLKAdahSFHo_v0c/edit#gid=0,45,0,link
144,14497,5/7/2024,16:32:26,Curriculos mandados - Planilhas Google,https://docs.google.com/spreadsheets/d/1sabgGgbK8XhjwaBvNcLc9_q2Qzx_KLKAdahSFHo_v0c/edit#gid=0,45,0,link
145,14496,5/7/2024,16:32:25,Curriculos mandados - Planilhas Google,https://docs.google.com/spreadsheets/d/1sabgGgbK8XhjwaBvNcLc9_q2Qzx_KLKAdahSFHo_v0c/edit,14,0,link
146,14870,5/7/2024,16:32:25,Curriculos mandados - Planilhas Google,https://docs.google.com/spreadsheets/d/1sabgGgbK8XhjwaBvNcLc9_q2Qzx_KLKAdahSFHo_v0c/edit?ouid=118361166103331052476&usp=sheets_home&ths=true,26,0,link
147,14870,5/7/2024,16:32:25,Curriculos mandados - Planilhas Google,https://docs.google.com/spreadsheets/d/1sabgGgbK8XhjwaBvNcLc9_q2Qzx_KLKAdahSFHo_v0c/edit?ouid=118361166103331052476&usp=sheets_home&ths=true,26,0,link
148,2284,5/7/2024,16:32:22,Planilhas Google,https://docs.google.com/spreadsheets/u/0/,17,0,link
149,14868,5/7/2024,16:32:21,Planilhas Google,https://docs.google.com/spreadsheets/u/0/?usp=installed_webapp,14,0,auto_bookmark
150,21309,5/7/2024,16:32:06,02 - [Dio] Tuplas.pptx,https://academiapme-my.sharepoint.com/:p:/g/personal/nubia_dio_me/ER_pCeDKskRCvfnbSsQtZ7gBnX3Nk7I0_jotj52VPltL3Q?e=BOheig,2,0,reload
151,21486,5/7/2024,16:32:02,04 - [Dio] Dicionários.pptx,https://academiapme-my.sharepoint.com/:p:/g/personal/nubia_dio_me/EebIipXNLf9GsduivQenMpUBtoohPY2ITXh1HnkB0wa2dg?rtime=mLPIIsZu3Eg,1,0,reload
152,20956,5/7/2024,16:31:56,trilha-python-dio/02 - Programação Orientada a Objetos at main · digitalinnovationone/trilha-python-dio,https://github.com/digitalinnovationone/trilha-python-dio/tree/main/02%20-%20Programa%C3%A7%C3%A3o%20Orientada%20a%20Objetos,6,0,link
153,21597,5/7/2024,16:31:56,trilha-python-dio/02 - Programação Orientada a Objetos/10 - desafio at main · digitalinnovationone/trilha-python-dio,https://github.com/digitalinnovationone/trilha-python-dio/tree/main/02%20-%20Programa%C3%A7%C3%A3o%20Orientada%20a%20Objetos/10%20-%20desafio,2,0,link
154,21598,5/7/2024,16:31:55,trilha-python-dio/02 - Programação Orientada a Objetos/10 - desafio/desafio_v1.py at main · digitalinnovationone/trilha-python-dio,https://github.com/digitalinnovationone/trilha-python-dio/blob/main/02%20-%20Programa%C3%A7%C3%A3o%20Orientada%20a%20Objetos/10%20-%20desafio/desafio_v1.py,2,0,link
155,21599,5/7/2024,16:31:54,trilha-python-dio/02 - Programação Orientada a Objetos/10 - desafio/desafio_v2.py at main · digitalinnovationone/trilha-python-dio,https://github.com/digitalinnovationone/trilha-python-dio/blob/main/02%20-%20Programa%C3%A7%C3%A3o%20Orientada%20a%20Objetos/10%20-%20desafio/desafio_v2.py,2,0,link
156,21600,5/7/2024,16:31:49,trilha-python-dio/02 - Programação Orientada a Objetos/10 - desafio/desafio_v2.py at main · digitalinnovationone/trilha-python-dio,https://github.com/digitalinnovationone/trilha-python-dio/blob/main/02%20-%20Programa%C3%A7%C3%A3o%20Orientada%20a%20Objetos/10%20-%20desafio/desafio_v2.py#L125,1,0,link
157,21599,5/7/2024,16:31:24,trilha-python-dio/02 - Programação Orientada a Objetos/10 - desafio/desafio_v2.py at main · digitalinnovationone/trilha-python-dio,https://github.com/digitalinnovationone/trilha-python-dio/blob/main/02%20-%20Programa%C3%A7%C3%A3o%20Orientada%20a%20Objetos/10%20-%20desafio/desafio_v2.py,2,0,link
158,21598,5/7/2024,16:30:42,trilha-python-dio/02 - Programação Orientada a Objetos/10 - desafio/desafio_v1.py at main · digitalinnovationone/trilha-python-dio,https://github.com/digitalinnovationone/trilha-python-dio/blob/main/02%20-%20Programa%C3%A7%C3%A3o%20Orientada%20a%20Objetos/10%20-%20desafio/desafio_v1.py,2,0,link
159,21597,5/7/2024,16:30:40,trilha-python-dio/02 - Programação Orientada a Objetos/10 - desafio at main · digitalinnovationone/trilha-python-dio,https://github.com/digitalinnovationone/trilha-python-dio/tree/main/02%20-%20Programa%C3%A7%C3%A3o%20Orientada%20a%20Objetos/10%20-%20desafio,2,0,link
160,20956,5/7/2024,16:30:37,trilha-python-dio/02 - Programação Orientada a Objetos at main · digitalinnovationone/trilha-python-dio,https://github.com/digitalinnovationone/trilha-python-dio/tree/main/02%20-%20Programa%C3%A7%C3%A3o%20Orientada%20a%20Objetos,6,0,link
161,21364,5/7/2024,16:30:22,trilha-python-dio/01 - Estrutura de dados/desafio.py at main · digitalinnovationone/trilha-python-dio,https://github.com/digitalinnovationone/trilha-python-dio/blob/main/01%20-%20Estrutura%20de%20dados/desafio.py#L62,1,0,reload
162,21596,5/7/2024,16:30:07,Duolingo - A melhor maneira do mundo de aprender inglês,https://www.duolingo.com/profile/SimoneDams?via=leagues,1,0,link
163,21595,5/7/2024,16:30:06,Duolingo - A melhor maneira do mundo de aprender inglês,https://www.duolingo.com/u/5225040?via=leagues,1,0,link
164,2548,5/7/2024,16:29:54,Duolingo - A melhor maneira do mundo de aprender inglês,https://www.duolingo.com/leaderboard,66,0,link
165,2545,5/7/2024,16:29:39,Duolingo - A melhor maneira do mundo de aprender inglês,https://www.duolingo.com/learn,229,49,link
166,21578,5/7/2024,16:29:38,Duolingo - A melhor maneira do mundo de aprender inglês,https://www.duolingo.com/lesson/unit/22/test,2,0,link
167,21594,5/7/2024,16:29:14,Google Tradutor,https://translate.google.com.br/?hl=pt-BR&sl=pt&tl=en&text=Eu%20n%C3%A3o%20tenho%20filhos.%0A&op=translate,1,0,link
168,14161,5/7/2024,16:29:13,Google Tradutor,https://translate.google.com.br/?hl=pt-BR&sl=pt&tl=en&op=translate,58,0,link
169,21593,5/7/2024,16:29:04,Google Tradutor,https://translate.google.com.br/?hl=pt-BR&sl=pt&tl=en&text=pai&op=translate,1,0,link
170,21592,5/7/2024,16:29:04,Google Tradutor,https://translate.google.com.br/?hl=pt-BR&sl=pt&tl=en&text=pa&op=translate,1,0,link
171,21591,5/7/2024,16:29:04,Google Tradutor,https://translate.google.com.br/?hl=pt-BR&sl=pt&tl=en&text=pau&op=translate,1,0,link
172,21590,5/7/2024,16:29:03,Google Tradutor,https://translate.google.com.br/?hl=pt-BR&sl=pt&tl=en&text=p&op=translate,1,0,link
173,14161,5/7/2024,16:29:03,Google Tradutor,https://translate.google.com.br/?hl=pt-BR&sl=pt&tl=en&op=translate,58,0,link
174,21589,5/7/2024,16:29:02,Google Tradutor,https://translate.google.com.br/?hl=pt-BR&sl=pt&tl=en&text=a&op=translate,1,0,link
175,14161,5/7/2024,16:29:01,Google Tradutor,https://translate.google.com.br/?hl=pt-BR&sl=pt&tl=en&op=translate,58,0,link
176,21588,5/7/2024,16:28:53,Google Tradutor,https://translate.google.com.br/?hl=pt-BR&sl=pt&tl=en&text=O%20marido%20dela%20trabalha%20aqui.&op=translate,1,0,link
177,14161,5/7/2024,16:28:53,Google Tradutor,https://translate.google.com.br/?hl=pt-BR&sl=pt&tl=en&op=translate,58,0,link
178,21587,5/7/2024,16:28:44,Google Tradutor,https://translate.google.com.br/?hl=pt-BR&sl=pt&tl=en&text=mae&op=translate,1,0,link
179,14295,5/7/2024,16:28:43,Google Tradutor,https://translate.google.com.br/?hl=pt-BR&sl=pt&tl=en&text=m&op=translate,5,0,link
180,14161,5/7/2024,16:28:41,Google Tradutor,https://translate.google.com.br/?hl=pt-BR&sl=pt&tl=en&op=translate,58,0,link
181,21586,5/7/2024,16:28:29,Google Tradutor,https://translate.google.com.br/?hl=pt-BR&sl=pt&tl=en&text=Ele%20n%C3%A3o%20tem%20uma%20irm%C3%A3&op=translate,1,0,link
182,14161,5/7/2024,16:28:28,Google Tradutor,https://translate.google.com.br/?hl=pt-BR&sl=pt&tl=en&op=translate,58,0,link
183,21585,5/7/2024,16:28:17,Google Tradutor,https://translate.google.com.br/?hl=pt-BR&sl=pt&tl=en&text=marido&op=translate,1,0,link
184,21584,5/7/2024,16:28:15,Google Tradutor,https://translate.google.com.br/?hl=pt-BR&sl=pt&tl=en&text=marid&op=translate,1,0,link
185,14295,5/7/2024,16:28:14,Google Tradutor,https://translate.google.com.br/?hl=pt-BR&sl=pt&tl=en&text=m&op=translate,5,0,link
186,14161,5/7/2024,16:28:14,Google Tradutor,https://translate.google.com.br/?hl=pt-BR&sl=pt&tl=en&op=translate,58,0,link
187,21583,5/7/2024,16:27:54,Google Tradutor,https://translate.google.com.br/?hl=pt-BR&sl=pt&tl=en&text=Meu%20irm%C3%A3o%20sabe%20muitas%20l%C3%ADnguas.&op=translate,1,0,link
188,21582,5/7/2024,16:27:51,Google Tradutor,https://translate.google.com.br/?hl=pt-BR&sl=en&tl=pt&text=Meu%20irm%C3%A3o%20sabe%20muitas%20l%C3%ADnguas.&op=translate,1,0,link
189,13795,5/7/2024,16:27:50,Google Tradutor,https://translate.google.com.br/?hl=pt-BR&sl=en&tl=pt&op=translate,53,18,link
190,14161,5/7/2024,16:27:49,Google Tradutor,https://translate.google.com.br/?hl=pt-BR&sl=pt&tl=en&op=translate,58,0,link
191,13795,5/7/2024,16:27:49,Google Tradutor,https://translate.google.com.br/?hl=pt-BR&sl=en&tl=pt&op=translate,53,18,link
192,14161,5/7/2024,16:27:48,Google Tradutor,https://translate.google.com.br/?hl=pt-BR&sl=pt&tl=en&op=translate,58,0,link
193,21581,5/7/2024,16:27:10,Google Tradutor,https://translate.google.com.br/?hl=pt-BR&sl=pt&tl=en&text=Meu%20filho%20quer%20jogar%20beisebol.&op=translate,1,0,link
194,14161,5/7/2024,16:27:09,Google Tradutor,https://translate.google.com.br/?hl=pt-BR&sl=pt&tl=en&op=translate,58,0,link
195,21580,5/7/2024,16:27:09,Google Tradutor,https://translate.google.com.br/?hl=pt-BR&sl=pt&tl=en&text=David%20e%20Alex%20nunca%20falam%20com%20seus&op=translate,1,0,link
196,21579,5/7/2024,16:26:28,Google Tradutor,https://translate.google.com.br/?hl=pt-BR&sl=en&tl=pt&text=David%20and%20Alex%20never%20talk%20to%20their&op=translate,1,0,link
197,13795,5/7/2024,16:26:26,Google Tradutor,https://translate.google.com.br/?hl=pt-BR&sl=en&tl=pt&op=translate,53,18,typed
198,21578,5/7/2024,16:24:09,Duolingo - A melhor maneira do mundo de aprender inglês,https://www.duolingo.com/lesson/unit/22/test,2,0,link
199,2545,5/7/2024,16:24:06,Duolingo - A melhor maneira do mundo de aprender inglês,https://www.duolingo.com/learn,229,49,link
200,2549,5/7/2024,16:24:05,Duolingo - A melhor maneira do mundo de aprender inglês,https://www.duolingo.com/practice-hub,49,0,link
201,2548,5/7/2024,16:24:00,Duolingo - A melhor maneira do mundo de aprender inglês,https://www.duolingo.com/leaderboard,66,0,link
202,2545,5/7/2024,16:23:54,Duolingo - A melhor maneira do mundo de aprender inglês,https://www.duolingo.com/learn,229,49,link
203,2546,5/7/2024,16:21:00,Duolingo - A melhor maneira do mundo de aprender inglês,https://www.duolingo.com/lesson,117,0,link
204,2545,5/7/2024,16:20:58,Duolingo - A melhor maneira do mundo de aprender inglês,https://www.duolingo.com/learn,229,49,link
205,2547,5/7/2024,16:20:54,Duolingo - A melhor maneira do mundo de aprender inglês,https://www.duolingo.com/quests,35,0,link
