ID da obra,Código da obra,Contratada,Fim previsto,Início da obra,Data da ordem de serviço,Descrição,Dias aditivado,Latitude,Longitude,Município,Número da licitação,Número da ordem de serviço,Número SACC,Percentual executado,Prazo inicial,Secretaria/Órgão,Situação,Tipo do contrato,Valor
2511,C020201000,ATHOS CONSTRUÇÕES,21/12/2011,30/11/2010,21/10/2010,"REFORMA DE QUADRAS ESPORTIVAS COM FABRICAÇÃO, FORNECIMENTO E MONTAGEM DE ESTRUTURA METALICA COM COBERTA NOS DIVERSOS MUNICIPIOS DO  ESTADO DO CEARA",60,,,MARACANAÚ,CP2010001,3322010,,"90,83",120,S.ESPORTES,Concluída,Obra,"2304213,74"
6358,Y143201100,C.E CONSTRUÇÕES,11/12/2012,15/12/2011,15/12/2011,EXECUÇÃO DO PROGRAMA DE ACESSIBILIDADE DETRAN-CE,0,,,FORTALEZA,,942011,,100,120,DETRAN,Concluída,Obra,"143798,08"
4801,T008201004,J & F LIMPEZA E SERVIÇOS LTDA,24/3/2011,1/4/2010,1/4/2010,"CONSTRUÇÃO DE 04 QUATRO DELGACIA DE POLICIA CIVIL PADRAO II COM NOVA FACHADA NOS MUNICIPIOS DE ARACOIABA,BELA CRUZ,JIJOCA E PARAIPABA",120,,,PARAIPABA,CP00052009,,,100,180,SSPDS,Em Execução,Obra,"908862,4"
4590,E073201003,JR COMÉRCIO,20/9/2012,1/10/2010,24/9/2010,"EXECUÇÃO DAS OBRAS DE SISTEMA DE ABASTECIMENTO DE ÁGUAS NAS COMUNIDADES RURAIS SITUADAS NOS 08(OITO) MUNICÍPIO DE BOA VIAGEM,CANINDE,PEDRA BRANCA,QUITERIANÓPOLIS,TAUÁ,ACOPIARA,CATARINA,E IGUATU ESTADO DO CEARÁ LOTE Nº1",361,,,CANINDÉ,,3032010,,"74,24",360,SDA,Concluída,Obra,"208015,95"
7328,0672016SESA04,OK EMPREENDIMENTOS,23/12/2017,21/3/2017,13/2/2017,"SERVIÇOS DE MANUTENÇÃO PREVENTIVA, CORRETIVA E REFORMA EM PREDIOS PÚBLICOS - SESA - HIAS - HOSPITAL INFANTIL ALBERT SABIN - VÂNIA DE ABREU FORRO EXTERNO DAS VARANDAS",248,,,FORTALEZA,20140002,047/2017,950919,100,30,SESA,Em Execução,Manutenção,"180447,94"
6331,V017201102,FERRAZ ENGENHARIA,25/8/2012,23/12/2011,16/12/2011,CONSTRUÇÃO DE TÓTENS PARA SINALIZAÇÃO DOS GEOSÍTIOS DA FUNDAÇÃO UNIVERSIDADE REGIONAL DO CARIRI - URCA LOTE 02,54,,,BARBALHA,,972011,,100,60,URCA,Concluída,Obra,"42645,62"
6647,0312014SESA11,L23,19/4/2014,21/3/2014,21/3/2014,"SERVIÇOS DE MANUTENÇÃO PREVENTIVA, CORRETIVA E REFORMA EM PRÉDIOS PUBLICOS - SESA - SALA DO RH(PROTOCOLO)",0,,,FORTALEZA,172013,044/2014,S2GPR,100,30,SESA,Concluida,Manutenção,"3044,11"
4798,T008201001,J & F LIMPEZA E SERVIÇOS LTDA,24/3/2011,1/4/2010,1/4/2010,"CONSTRUÇÃO DE 04 QUATRO DELGACIA DE POLICIA CIVIL PADRAO II COM NOVA FACHADA NOS MUNICIPIOS DE ARACOIABA,BELA CRUZ,JIJOCA E PARAIPABA",120,,,ARACOIABA,CP00052009,,,100,180,SSPDS,Em Execução,Obra,"939448,28"
2483,SE20201000,CONCRETOP CONSTRUÇÕES LTDA,31/10/2012,11/10/2010,4/10/2010,CONSTRUÇÃO DA SEDE DA UNIDADE DA SEMACE EM JERICOACORA NO MUNICIPIO DE JIJOCA-CE,89,,,JIJOCA DE JERICOACOARA,TP0022010,3002010,,"43,24",120,SEMACE,Paralisada,Obra,"460528,96"
4540,R081201000,LL CONSTRUÇÕES LTDA,1/4/2011,3/12/2010,26/11/2010,REFORMAS DAS UNIDADES DE ATENDIMENTO DOSINE/CE LOTE I,0,,,FORTALEZA,,,,"40,86",120,STDS,Concluída,Obra,"82997,57"
6701,0352014SESA02,L23,6/11/2014,10/7/2014,10/7/2014,SERVIÇOS DE MANUTENÇÃO PREVENTIVA CORRETIVA E REFORMA EM PRÉDIOS PÚBLICOS - SESA - HGPM JOSÉ MARTINIANO DE ALENCAR - RECUPERAÇÃO DO AMBULATÓRIO GERAL,30,,,FORTALEZA,172013,098/2014,923229,"70,1",90,SESA,Concluida,Manutenção,"159776,84"
6896,0572015SESA02,OK EMPREENDIMENTOS,21/8/2015,23/6/2015,23/6/2015,"SERVIÇOS DE MANUTENÇÃO PREVENTIVA, CORRETIVA E REFORMA EM PRÉDIOS PÚBLICOS - SESA - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES/HM - INSTALAÇÃO ELÉTRICA, DE RAMAIS ALIMENTADOR P/ OS QUADROS DE AR CONDICIONADOS DAS UNIDADES (G,H)(I,J)",0,,,FORTALEZA,22014,030/2015,949653,0,60,SESA,Em Execução,Manutenção,"68651,72"
4781,R014201000,CHRIS CONSTRUÇÕES,17/7/2010,19/4/2010,25/2/2010,EXECUÇÃO DAS OBRAS DE REFORMA DO CENTRO DE REFERENCIA ESPECIALIZADO DA ASSISTENCIA SOCIAL,0,,,FORTALEZA,CC00032009,1142010,,100,90,STDS,Concluída,Obra,"26513,56"
6459,R013201201,BWS CONSTRUÇÕES LTDA,31/5/2013,4/5/2012,4/5/2012,OBRAS DE CONSTRUÇÃO DO PROJETO REDEIRAS NO DISTRITO DE IGUAPE - AQUIRAZ,303,"-3,922254","-38,369559",AQUIRAZ,002/2011,332012,817887,"89,88",90,STDS,Concluída,Obra,"932608,23"
4688,A033201001,CONSTRUTORA ADLE,6/5/2011,5/4/2010,14/2/2010,REFORMA E AMPLIAÇÃO DE 06 ESCOLAS ESTADUAIS DE ENSINO MEDIO REGULAR NOS MUNICIPIOS DE FORTALEZA SOBRAL LIMOEIRO DO NORTE JAGUARIBE CRATO,150,,,SOBRAL,CP00192009,952010,,"77,09",90,SEDUC,Concluída,Obra,"541240,58"
6934,042015CCIVIL01,OK EMPREENDIMENTOS,1/5/2015,2/4/2015,2/4/2015,"SERVIÇOS DE MANUTENÇÃO PREVENTIVA, CORRETIVA E REFORMA EM PRÉDIOS PÚBLICOS - CASA CIVIL - DEMOLIÇÃO DO PRÉDIO CIOPS E CIT",0,,,FORTALEZA,20140002,046/2015,S2GPR,100,30,C.CIVIL,Concluida,Manutenção,"156129,11"
6686,0162014DETRAN07,OK EMPREENDIMENTOS,25/7/2014,27/5/2014,27/5/2014,SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA EM PREDIOS PÚBLICOS - DETRAN - SUBSTITUIÇÃO DO QGBT - DETRAN MARAPONGA,0,,,FORTALEZA,20120011,079/2014,896519,100,60,DETRAN,Concluida,Manutenção,"33617,78"
4732,B073201000,CONSTRUTORA CIANO LTDA  - EPP,9/9/2013,30/6/2010,31/5/2010,CONSTRUÇÃO DE GUARITA E ABRIGO DE VISITANTES NA ENTRADA DO INSTITUTO PENAL PAULO SARASATE - CE IPPS,270,,,FORTALEZA,,2072010,,100,90,SEJUS,Concluída,Obra,"322396,27"
6749,062014CBMCE01,L23,25/9/2014,27/8/2014,27/8/2014,"SERVIÇOS DE MANUTENÇÃO PREVENTIVA, CORRETIVA E REFORMA EM PRÉDIOS PÚBLICOS - CBMCE - MANUTENÇÕES DIVERSAS",0,,,FORTALEZA,20130017,142/2014,S2GPR,100,30,CBMCE,Concluida,Manutenção,"117480,6"
6627,032013SETUR09,OK EMPREENDIMENTOS,6/5/2014,7/4/2014,7/4/2014,SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA EM PREDIOS PÚBLICOS - SETUR - RECUPERAÇÃO DAS CABINES DE SALVA-VIDAS NA PRAIA DO FUTURO - CROCOBEACH,0,,,FORTALEZA,20120011,225/2014,S2GPR,100,30,SETUR,Concluida,Manutenção,"8346,46"
6694,012014CEGAS02,L23,1/9/2014,5/5/2014,5/5/2014,SERVIÇOS DE MANUTENÇÃO PREVENTIVA CORRETIVA E REFORMA EM PRÉDIOS PÚBLICOS - CEGAS - ADEQUAÇÃO DA OFICINA E SALA DE TRANSPORTES - ETAPA II,0,,,FORTALEZA,20130017,086/2014,S2GPR,100,120,CEGAS,Concluida,Manutenção,"126753,49"
6494,012012SEDUC01,J M D CONSTRUÇÕES LTDA,29/12/2013,3/7/2012,26/6/2012,"REFORMA DA ESCOLA ESTADUAL EEFM ESTADO DA BAHIA, EM CRATO/CE",300,"-7,222204","-39,404339",CRATO,052/2012,582012,825719,"98,51",90,SEDUC,Concluída,Obra,"315837,4"
7391,022016CEE01,URBIS CONSTRUTORA,26/6/2017,28/3/2016,16/2/2016,OBRA DE CONSTRUÇÃO DA BIBLIOTECA DO CONSELHO ESTADUAL DE EDUCAÇÃO EM FORTALEZA - CE,121,,,FORTALEZA,20140001,047/2016,976220,100,90,CEE,Concluída,Obra,"489286,65"
6529,012012NUTEC01,OK EMPREENDIMENTOS,18/11/2013,22/7/2013,22/7/2013,SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA EM PREDIOS PÚBLICOS - NUTEC - REFORMA DA NUTALQ LABORATÓRIO DE ALIMENTOS,0,,,FORTALEZA,S2GPR,047/2013,S2GPR,"70,92",120,NUTEC,Concluida,Manutenção,"19466,49"
7222,092015CBMCE01,HERMAGRAN,21/7/2015,23/3/2015,23/3/2015,"CONCLUSÃO E OBRAS COMPLEMENTARES DO CENTRO LÚDICO DO COLÉGIO MILITAR DO CORPO DE BOMBEIROS, NO JACARECANGA, EM FORTALEZA - CE",60,"-3,721917","-38,544864",FORTALEZA,20130001,021/2015,927380,100,60,CBMCE,Concluída,Obra,"137687,31"
6910,0542014SESA05,OK EMPREENDIMENTOS,12/6/2015,14/4/2015,14/4/2015,"SERVIÇO DE MANUTENÇÃO PREVENTIVA, CORRETIVA E REFORMA EM PRÉDIOS PÚBLICOS - SESA - RECUPERAÇÃO DO ARQUIVO MORTO DA SESA",30,,,FORTALEZA,2014002,014/2015,S2GPR,0,30,SESA,Em Execução,Manutenção,"32274,59"
7178,0482016STDS01,SM,15/4/2017,15/2/2017,13/2/2017,"SERVIÇOS DE MANUTENÇÃO PREVENTIVA, CORRETIVA E REFORMA EM PRÉDIOS PÚBLICOS - STDS - PROJETO MAIS INFÂNCIA  NO MUNICÍPIO DE ARARIPE - CE",0,,,ARARIPE,20150001,045/2017,997034,"83,12",60,STDS,Em Execução,Manutenção,"38555,99"
6957,0122014SEJUS01,CG CONSTRUÇÕES,5/9/2015,5/2/2013,5/2/2013,CONSTRUÇÃO DE UMA CADEIA PÚBLICA DE 272 VAGAS NO MUNICÍPIO DE JUAZEIRO DO NORTE.,541,,,JUAZEIRO DO NORTE,11320873-1,010/2014,880938,100,300,SEJUS,Concluída,Obra,"5844130,85"
7170,0402016STDS01,SOUZA & FREITAS EDIFICAÇÕES LTDA,29/8/2017,1/7/2017,20/6/2017,"SERVIÇOS DE MANUTENÇÃO PREVENTIVA, CORRETIVA E REFORMA EM PRÉDIOS PÚBLICOS - STDS - PROJETO MAIS INFÂNCIA NO MUNICIPIO DE COREAÚ-CE",0,,,COREAÚ,20150001,093/2017,S2GPR,"98,29",60,STDS,Em Execução,Manutenção,"36479,55"
7210,0292015CIDADES01,CDG,26/8/2015,27/2/2015,27/2/2015,"EXECUÇÃO DA OBRA DE COMPLEMENTAÇÃO DO PÓRTICO DA ENTRADA DA CIDADE, NO MUNICÍPIO DE FARIAS BRITO - CE.",90,,,FARIAS BRITO,20140006,008/2015,950494 ,100,90,S. CIDADES,Concluída,Obra,"88800,9"
7281,0282015FUNECE01,FERRAZ ENGENHARIA,4/3/2019,11/8/2015,11/8/2015,"SERVIÇOS COMPLEMENTARES DA REFORMA E AMPLIAÇÃO DO CENTRO DE EXCELÊNCIA EM EMPREENDEDORISMO, INOVAÇÃO E DESENVOLVIMENTO REGIONAL DA UECE, FASE 2 EM FORTALEZA-CE",843,"-3,730701","-38,523171",FORTALEZA,20140005,059/2015,962836,"57,22",180,FUNECE,Em Execução,Obra,"3594647,75"
7185,0782016DETRAN01,ATHOS CONSTRUÇÕES,4/2/2017,7/12/2016,7/11/2016,POSTO DETRAN MARANGUAPE,0,,,MARANGUAPE,20150002,100/2016,997084,0,60,DETRAN,Paralisada,Manutenção,"28115,88"
2547,G001201100,CONEX,30/12/2013,7/3/2011,28/2/2011,CONSTRUÇÃO DO PREDIO DO PROGRAMA DE POS-GRADUAÇÃO EM BIOPROSPECÇÃO MOLECULAR NA UNIVERSIDADE  REGIONAL DO CARIRI- URCA NO MUNICIPIO DO CRATO,450,,,CRATO,TP2010001,152011,,100,120,FUNCAP,Concluída,Obra,"564693,15"
6472,A045201201,MACROBASE ENGENHARIA,13/2/2013,19/6/2012,19/6/2012,CONSTRUÇÃO DE 17 (DEZESSETE) ESCOLAS ESTADUAIS DE EDUCAÇÃO PROFISSIONALIZANTE COM 12 SALAS PADRÕES EM DIVERSOS MUNICIPIOS DO ESTADO DO CEARÁ,0,,,ITAREMA,000/2012,602012,,"10,92",240,SEDUC,Cancelada,Obra,"1478977,17"
7618,02632017SEDUC02,TUTTI ENGENHARIA CIVIL,25/3/2021,3/4/2018,7/7/2017,"CONSTRUÇÃO DE UMA ESCOLA DE ENSINO MÉDIO 6 SALAS, NO MUNICÍPIO DE CAUCAIA - (PRAIA DO CUMBUCO) - CE",815,,,CAUCAIA,20140063,068/2017,1016084,100,240,SEDUC,Em Execução,Obra,"3139545,03"
4804,T010201002,DOIS PONTOS EMPREENDIMENTOS LTDA,23/11/2012,2/4/2010,26/3/2010,CONSTRUÇÃO DE 02 DELEGACIA DE POLICIA CIVIL PADRAO II COM NOVA FACHADA NOS SEGUINTES MUNICIPIO JAGUARUANA E ICAPUI,240,,,ICAPUÍ,CP00052009,822010,,100,180,SSPDS,Concluída,Obra,"947119,04"
6568,032013SETUR02,OK EMPREENDIMENTOS,8/2/2014,11/11/2013,2/1/2014,"SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA EM PREDIOS PÚBLICOS - SETUR - PINTURA DE GRADES, PORTAS E MURO INTERNO/EXTERNO DO CENTRO DE TURISMO E PREDIO ANEXO",0,,,FORTALEZA,20120011,086/2013,S2GPR,100,90,SETUR,Concluida,Manutenção,"98388,21"
6527,0792013SEDUC01,OK EMPREENDIMENTOS,14/10/2013,17/7/2013,17/7/2013,SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA EM PREDIOS PÚBLICOS - SEDUC - REFORMA NO PRECE,0,,,FORTALEZA,20120011,045/2013,S2GPR,100,90,SEDUC,Concluida,Manutenção,"55436,47"
6360,O001201200,BWS CONSTRUÇÕES LTDA,26/11/2013,16/2/2012,9/2/2012,OBRAS DE ACESSIBILIDADE DO TEATRO JOSÉ DE ALENCAR,305,,,FORTALEZA,,92012,,100,120,SECULT,Concluída,Obra,"315649,88"
6635,082014SEFAZ01,L23,21/6/2014,24/3/2014,24/3/2014,SERVIÇOS DE MANUTENÇÃO PREVENTIVA CORRETIVA E REFORMA EM PRÉDIOS PÚBLICOS - SEFAZ - MANUTENÇÃO DO CONSELHO DA SECRETARIA DA FAZENDA DO ESTADO DO CEARÁ,0,,,FORTALEZA,20130017,030/2014,S2GPR,100,90,SEFAZ,Concluida,Manutenção,"110462,38"
6928,0222013SESA01,AMP ENGENHARIA,23/7/2016,5/11/2013,5/11/2013,"REFORMA DOS SETORES 3 E 4, RECUPERAÇÃO ESTRUTURAL DA FACHADA DA EMERGÊNCIA E BRISES NO SETOR DE INTERNAÇÃO DO HOSPITAL GERAL DE FORTALEZA - HGF",752,"-3,739423","-38,476318",FORTALEZA,112009,178/2013,907290,"97,41",240,SESA,Paralisada,Obra,"3832997,89"
7795,01222017SPS05,SM CONSTUÇÕES LTDA - EPP,1/7/2018,21/6/2018,22/12/2017,"SERVIÇO DE ASSENTAMENTO DE PISO EMBORRACHADO, ANTI-IMPACTO E DRENANTE, COM FORNECIMENTO DE MATERIAL, PARA AS OBRAS DO PROGRAMA MAIS INFÂNCIA CEARÁ, NO MUNICIPIO DE ARACOIABA - CE",0,,,ARACOIABA,22017,193/2017,1033417,100,10,SPS,Concluída,Obra,"43915,56"
6817,0412014SESA12,L23,14/11/2014,16/10/2014,16/10/2014,"SERVIÇOS DE MANUTENCÃO PREVENTIVA, CORRETIVA E REFORMA EM PRÉDIOS PÚBLICOS - SESA - SEDE - MANUTENÇÃO DO AUDITÓRIO COM REVISÃO DA COBERTA E SUBSTITUIÇÃO DO FORRO",0,,,FORTALEZA,172013,202/2014,S2GPR,100,30,SESA,Concluida,Manutenção,"42111,89"
4725,B048201000,ZIGMA CONSTRUÇÕES E SERVIÇOS LTDA,2/8/2010,5/5/2010,29/3/2010,OBRAS DE RECUPERAÇÃO  E REFORMA DA CADEIA PUBLICA DO MUNICIPIO DE CAMPOS SALES,0,,,CAMPOS SALES,CC00022010,1332010,,100,90,SEJUS,Concluída,Obra,"142100,68"
6659,0132014CIDADES01,L23,15/2/2015,22/5/2014,22/5/2014,SERVIÇOS DE MANUTENÇÃO PREVENTIVA CORRETIVA E REFORMA EM PRÉDIOS PÚBLICOS - SECRETARIA DAS CIDADES - REFORMA PAVIMENTO SUPERIOR,90,,,FORTALEZA,20130017,067/2014,922001,"94,64",180,S. CIDADES,Em Execução,Manutenção,"1419718,07"
6356,SC37201109,CONSTRUTORA BORGES  CARNEIRO LTDA,21/4/2013,1/2/2012,1/2/2012,REQUALIFICAÇÃO URBANA DA ÁREA CENTRAL DE FARIA BRITO - PÓRTICO,91,,,FARIAS BRITO,,82012,,100,210,S. CIDADES,Concluída,Obra,"40193,66"
6879,0782013SEDUC01,CONSORCIO MORAIS & SOL CONSTRUÇÕES,12/3/2016,23/7/2013,23/7/2013,CONSTRUÇÃO DE ESCOLA DE ENSINO MÉDIO NA ÁREA RURAL DE EUSEBIO (JABUTI) NO ESTADO DO CEARÁ,421,"-3,922254","-38,505033",EUSÉBIO,20120005,137/2013,894612,"38,9",180,SEDUC,Concluída,Obra,"3411948,31"
7132,0652016DETRAN01,SM,30/11/2016,2/9/2016,2/9/2016,"SERVIÇOS DE MANUTENÇÃO PREVENTIVA, CORRETIVA E REFORMA EM PRÉDIOS PÚBLICOS - DETRAN - ÁREA DE EXAMES DETRAN IGUATU/CE",0,,,IGUATU,20150001,067/2016,S2GPR,"97,98",90,DETRAN,Em Execução,Manutenção,"24379,19"
7797,01222017SPS07,SM CONSTUÇÕES LTDA - EPP,28/7/2018,18/7/2018,22/12/2017,"SERVIÇO DE ASSENTAMENTO DE PISO EMBORRACHADO, ANTI-IMPACTO E DRENANTE, COM FORNECIMENTO DE MATERIAL, PARA AS OBRAS DO PROGRAMA MAIS INFÂNCIA CEARÁ, NO MUNICIPIO DE UBAJARA - CE",0,,,UBAJARA,22017,196/2017,1033417,100,10,SPS,Concluída,Obra,"45590,18"
7791,01222017SPS01,SM CONSTUÇÕES LTDA - EPP,30/7/2018,20/7/2018,22/12/2017,"SERVIÇO DE ASSENTAMENTO DE PISO EMBORRACHADO, ANTI-IMPACTO E DRENANTE, COM FORNECIMENTO DE MATERIAL, PARA AS OBRAS DO PROGRAMA MAIS INFÂNCIA CEARÁ, NO MUNICIPIO DE ASSARÉ - CE",0,,,ASSARÉ,22017,189/2017,1033417,100,10,SPS,Concluída,Obra,"37785,22"
6924,0122013CIDADES02,CONSTRUTORA CORAL,17/11/2016,4/11/2013,4/11/2013,TERRAPLENAGEM - DRENAGEM E PAVIMENTAÇÃO DO SISTEMA VIÁRIO,570,,,CRATO,20120012,180/2013,906354,100,540,S. CIDADES,Concluída,Obra,"3599045,44"
4775,N003201000,ATTICA,16/6/2013,1/2/2010,25/1/2010,CONSTRUÇÃO FACULDADE DE ITAPIPOCA - FATEC NO MUNICIPIO DE ITAPIPOCA,1052,,,ITAPIPOCA,CP00022009,122010,,100,180,SECITECE,Concluída,Obra,"9285699,45"
6493,072012DETRAN04,OK EMPREENDIMENTOS,3/6/2013,6/3/2013,6/3/2013,MANUTENÇÃO PREDIAL DO POSTO DE ATENDIMENTO DO DETRAN ALDEOTA COMPLEMENTO DA PINTURA,0,,,FORTALEZA,20120011,021/2013,869087,100,90,DETRAN,Concluida,Manutenção,"45623,4"
4684,A030201001,CONSTRUTORA ADLE,1/2/2011,5/4/2010,5/4/2010,"REFORMA E AMPLIAÇÃO DE 06(SEIS) ESCOLAS ESTADUAIS DE ENSINO MEDIO REGULAR NOS MUNICIPIOS DE FORTALEZA,SOBRAL,,LIMOEIRO DO NORTE, JAGUARIBE,CRATO E PENAFORTE",150,,,FORTALEZA,CP00192009,982010,,"88,26",90,SEDUC,Concluída,Obra,"314189,65"
2567,10201100,CONEX,10/12/2011,14/6/2011,14/6/2011,CONSTRUÇÃO DO NOVO ESTADIO DO LACERDÃO EM MILAGRES,0,,,MILAGRES,CP20100030,212011,,"43,18",180,DAE,Cancelada,Obra,1402000
7062,02022015SEDUC01,OK EMPREENDIMENTOS,14/3/2016,16/11/2015,16/11/2015,"SERVIÇOS DE MANUTENÇÃO PREVENTIVA, CORRETIVA E REFORMA EM PRÉDIOS PÚBLICOS -SEDUC- ADAPTAÇÃO DA ESCOLA JOSÉ BEZERRA DE MENEZES - FORTALEZA-CE",0,,,FORTALEZA,20140002,166/2015,S2GPR,100,120,SEDUC,Em Execução,Manutenção,"280657,98"
6557,052013SEJUS02,OK EMPREENDIMENTOS,5/10/2013,6/9/2013,6/9/2013,SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA EM PREDIOS PÚBLICOS - SEJUS - MANUTENÇÃO PREDIAL DA PENITENCIÁRIA DE PACATUBA,0,,,PACATUBA,20120011,076/2013,S2GPR,100,30,SEJUS,Concluida,Manutenção,"38329,53"
7727,02962017SEDUC01,APOLO,1/1/2020,22/3/2018,8/3/2018,"OBRA DE CONSTRUÇÃO DO CENTRO DE EDUCAÇÃO INFANTIL, PADRÃO (04 SALAS), NO MUNICÍPIO DE NOVA RUSSAS-CE",438,,,NOVA RUSSAS,472017,017/2018,1036366,100,180,SEDUC,Concluída,Obra,"1284973,72"
7922,01492018SPS01,IGC EMPREENDIMENTO IMOBILIARIO,7/9/2019,30/5/2018,21/5/2018,"CONSTRUÇÃO DO CENTRO DE ESPORTES EM PRAÇA - PRAÇA MAIS INFÂNCIA, NO MUNICÍPIO DE GRANJA - CE",210,"-3,118065","-40,840315",GRANJA,20170043,075/2018,1043730,100,120,SPS,Concluída,Obra,"883136,23"
7696,02842017SEDUC02,CONSTRUMAIA,20/1/2021,11/10/2017,22/9/2017,"CONCLUSÃO DA CONSTRUÇÃO DE UMA ESCOLA DE ENSINO MÉDIO, NA LOCALIDADE DE PARAJURU, NO MUNICÍPIO DE BEBERIBE-CE",634,,,BEBERIBE,20160006,117/2017,1022357,100,270,SEDUC,Em Execução,Obra,"3332435,56"
7526,02492016SEDUC01,RADIER ENGENHARIA LTDA,7/2/2018,1/12/2016,1/12/2016,CONCLUSÃO DA CONSTRUÇÃO DE QUADRAS COBERTA COM VESTIÁRIO PADRÃO FNDE DA EEM TECLA FERREIRA EM FORTALEZA-CE,313,,,FORTALEZA,2016004,172/2016,999642,100,120,SEDUC,Concluída,Obra,"145601,78"
7878,0502018SOP02,PIO ENGENHARIA E ARQUITERURA LTDA,1/7/2019,15/5/2018,15/5/2018,EXECUÇÃO DA OBRA DE CONSTRUÇÃO DE 10 CAMPINHOS PADRÕES NA REGIÃO DO LITORAL OESTE/VALE DO CURU NA LOCALIDADE DE APUIARÉS - CE,290,,,APUIARÉS,20170033,065/2018,1042567,"97,85",90,SOP,Concluída,Obra,"200683,51"
7837,01262018SPS01,SOCCER GRASS ASSESSORIA E EMPREENDIMENTOS,15/2/2019,18/4/2018,18/4/2018,"CONSTRUÇÃO DO CENTRO DE ESPORTES PARA FUTEBOL - ARENINHA NO MUNICÍPIO DE ARACATI, LOCALIDADE DE CANOA QUEBRADA",0,,,ARACATI,20170063,037/2018,1039357,100,120,SPS,Concluída,Obra,"1674901,32"
7865,0522018SOP08,M3 BUILDER,13/7/2019,17/5/2018,15/5/2018,EXECUÇÃO DA OBRA DE CONSTRUÇÃO DE 11 CAMPINHOS PADRÕES NA REGIÃO DO SERTÃO DE CRATEÚS: NOVA RUSSAS - CE,300,,,NOVA RUSSAS,20170030,060/2018,1042923,"98,58",90,SOP,Concluída,Obra,"202873,29"
6344,U062201000,MPI,15/9/2011,7/8/2010,23/5/2010,REFORMA E AMPLIAÇÃO DAS INSTALAÇÃO PREDIAIS DA FAZENDA GUAIUBA UECE FACULDADE DE VATERINARIA,315,,,GUAIÚBA,,2162010,,"97,28",90,UECE,Concluída,Obra,"988811,34"
6986,0582015SESA10,OK EMPREENDIMENTOS,6/10/2015,9/7/2015,9/7/2015,"SERVIÇOS DE MANUTENÇÃO PREVENTIVA, CORRETIVA E REFORMA EM PRÉDIOS PÚBLICOS - SESA - HOSPITAL GERAL DR. CESAR CALS DE OLIVEIRA/HGCCO - REFORMA DE ÁREA PARA O BANHEIRO DA SALA DE PARTO 1 E DIVERSOS OUTROS SERVIÇOS NO HGCC",0,,,FORTALEZA,12014,078/2015,S2GPR,100,90,SESA,Concluida,Manutenção,"134422,51"
6992,0432015DETRAN01,OK EMPREENDIMENTOS,10/9/2015,12/8/2015,12/8/2015,"SERVIÇOS DE MANUTENÇÃO PREVENTIVA, CORRETIVA E REFORMA EM PRÉDIOS PÚBLICOS - DETRAN-CE - MANUTENÇÃO E REFORMA DO POSTO DO CONJUNTO CEARÁ",0,,,FORTALEZA,20140002,110/2015,S2GPR,100,30,DETRAN,Concluida,Manutenção,"167498,01"
7109,0612016DETRAN01,SOUZA & FREITAS EDIFICAÇÕES LTDA,27/9/2016,30/6/2016,30/6/2016,"SERVIÇOS DE MANUTENÇÃO PREVENTIVA, CORRETIVA E REFORMA EM PRÉDIOS PÚBLICOS - DETRAN - REFORMA NA RODOVIÁRIA E DO POSTO DO DETRAN-CE, NO MUNICIPIO DE COREAÚ",0,,,COREAÚ,20150001,041/2016,S2GPR,100,90,DETRAN,Em Execução,Manutenção,"51033,94"
6665,0312012SEDUC01,SOUZA & FREITAS EDIFICAÇÕES LTDA,6/2/2016,7/1/2013,7/1/2013,"CONSTRUÇÃO DE ESCOLAS DE ENSINO MÉDIO NAS ÁREAS RURAIS REFERENTE AO LOTE II, SITIO ALEGRE NO MUNICIPIO DE MORRINHOS-CE",702,"-3,311473","-40,014751",MORRINHOS,20120007,069/2013,879604,100,180,SEDUC,Concluída,Obra,"1174501,32"
6623,032013SETUR05,OK EMPREENDIMENTOS,6/5/2014,7/4/2014,7/4/2014,SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA EM PREDIOS PÚBLICOS - SETUR - RECUPERAÇÃO DAS CABINES DE SALVA-VIDAS NA PRAIA DO FUTURO - BARRACA VILA GALÉ,0,,,FORTALEZA,20120011,221/2014,S2GPR,100,30,SETUR,Concluida,Manutenção,"8068,51"
4602,U090201000,LA EMPREENDIMENTOS,27/7/2011,26/8/2010,17/8/2010,URBANIZAÇÃO DOS BLOCOS DE SALA DE AULA E CONSTRUÇÃO DE 01(UMA) ESTAÇÃO DE TRATAMENTO DE ESGOTO E DAS INSTALAÇÃO ELETRICAS INCLUINDO 01(UMA) ESTAÇÃO AEREA NO CAMPUS DO ITAPERI EM FORTALEZA-CE,216,,,FORTALEZA,TP0012010,2532010,,"96,41",120,UECE,Concluída,Obra,"648517,31"
